URL,案件名,単価,契約形態,最寄り駅,業界/職種・ポジション,職務内容,求めるスキル,扱う技術,精算,現場の環境,おすすめポイント,担当者コメント
https://freelance.levtech.jp/project/detail/45059/,New 【PMO/Salesforce】IoTサービス製品事業向けデータ移行の求人・案件,"〜800,000円",業務委託（フリーランス）,日比谷（東京都）,PMO,"
職務内容
・データ移行プロジェクトにおいてPMOとしてご参画いただきます｡
・複数の基幹システムからSalesforceへのデータ移行を推進していただきます｡
・開発自体は別チームが担当しております｡
","
求めるスキル

・Salesforceの知見(構築経験は不問)
・データ移行プロジェクトでのPM/PMO経験(システムは不問)

【歓迎スキル】
・kintoneの知見

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

",この会社が扱う技術は取得できませんでした,精算・お支払いは取得できませんでした,"
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


",おすすめポイントは取得できませんでした,"レバテック実績ありの企業でございます｡
IoTサービス・製品を展開している事業会社での案件です｡

データ移行プロジェクトでのPMもしくはPMO経験がある方にマッチします。"
https://freelance.levtech.jp/project/detail/44867/,New 【新規IPタイトル】【Unity】iOS/Android向けゲームアプリ開発の求人・案件,"〜3,220円",派遣,渋谷（東京都）,ソーシャルゲーム・ゲームエンジンプログラマ・SE (システムエンジニア),"
職務内容
Unityを用いた新規IPタイトルのゲーム開発をお任せいたします。

具体的には下記作業をご担当いただきます。
・ゲーム内のUI/UX開発全般
・ゲーム内のロジック開発全般
・開発支援ツールの作成等
・その他スマートフォンゲーム開発に関わる開発全般
","
求めるスキル

・Unityを用いたゲーム開発の実務経験

【歓迎スキル】
・スマートフォンゲームの開発経験
・コンシューマゲームの開発経験
・iOS/Android向けネイティブゲームの開発経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


その他ツール

Unity



",精算・お支払いは取得できませんでした,"
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

20代活躍中
ゲーム好き歓迎
急募

","ゲーム企業での経験も豊富で、
面白いプロダクトを作ろうというメンバーの多い現場です。 

新しい技術や流行りも取り入れながら、
面白いゲームを作りたいと考えて制作をしている企業です。
自分の意見を反映させながらゲーム制作をしてみたい方には特にオススメです。"
https://freelance.levtech.jp/project/detail/45100/,New 【医療向けライブ動画】アシスタントディレクターの求人・案件,"〜450,000円",業務委託（フリーランス）,小伝馬町（東京都）,医療･福祉,"
職務内容
医師・薬剤師などの医療従事者向けWebセミナーの運用サポートをご担当いただきます。

具体的な作業内容は下記を想定しております。
・配信用機材の在庫管理、配送管理、調達契約など
・配信案件へのリソースアサイン、機材在庫管理、調達など
・自社スタジオ配信案件時の配信テクニカルオペレーション
","
求めるスキル

以下いずれかに該当する方 
・カメラ、ミキサー、スイッチャーなど映像音響機器の使用経験
・webアプリケーションなどシステム開発経験
・動画配信、撮影の現場への関心
・展示会など大規模イベントの施工管理、進行管理等の経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

",この会社が扱う技術は取得できませんでした,"
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

急募

","医療従事者を対象とした医療ポータルサイトを運営し、多様な事業展開を行うグループの子会社です。

その中でもメディカルマーケティング領域（医薬品や医療機器などのマーケティング活動）に特化したデジタルソリューション提供企業として、医薬品メーカや医療機器メーカのデジタルトランスフォーメーションを裏から支えています。

メガベンチャー内スタートアップとして、ユニークな成長環境が存在しており、医療産業の中
でも大きな割合を占める医薬品マーケティングの観点から社会課題の改善に挑戦し、間接的により良い医療の実現につながっていく社会的意義や貢献を感じられると思います。"
https://freelance.levtech.jp/project/detail/44958/,New 【Swift】キャッシュレスアプリケーション開発の求人・案件,"〜720,000円",業務委託（フリーランス）,豊洲（東京都）,SE (システムエンジニア)・プログラマー(PG),"
職務内容
・キャッシュレスアプリケーション開発に携わっていただきます。
・主に詳細設計からテストまでをご担当いただきます。
","
求めるスキル

・iOSを用いた開発経験
・Swiftを用いた開発経験3年以上

【歓迎スキル】
・Androidを用いた開発経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


言語

Swift



OS

Android
iOS



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

30代活躍中

","レバテック実績があり、
ベストベンチャー100に選出された勢いのある企業でございます。

リーダーシップを持って作業に取り組まれたい方、新しい技術を学びたい方に
おすすめの案件となっております。"
https://freelance.levtech.jp/project/detail/44846/,New 【Java/Spring】次世代ERPSCM製品開発の求人・案件,"〜850,000円",業務委託（フリーランス）,六本木一丁目（東京都）,SE (システムエンジニア)・プログラマー(PG),"
職務内容
・建設業、製造業等、次世代ERPのSCM製品開発に携わっていただきます。
・詳細設計、開発、不具合修正をご担当いただきます。
","
求めるスキル

・Java8を用いたWebサービス開発経験
・Springを使用した開発経験

【歓迎スキル】
・マイクロサービスアーキテクチャの概念を用いた開発経験
・Angularを使用した開発経験
・オフショアを使用した開発経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


言語

Java



フレームワーク

Spring



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　200時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

20代活躍中
30代活躍中

","レバテック実績のある企業です。

チームでの開発がお得意な方におすすめの案件です。
翻訳ソフトを使用した英語の読み書きに抵抗のない方にマッチいたします。"
https://freelance.levtech.jp/project/detail/45102/,New 【PHP】新規アプリケーションシステム開発の求人・案件,"〜700,000円",業務委託（フリーランス）,六本木（東京都）,SE (システムエンジニア),"
職務内容
・新規アプリケーションシステムの開発をご担当いただきます。
・具体的には、下記の作業をお任せします。
　-PHP（Laravel）を用いたサーバーサイドの開発
　-Vue.jsを用いたフロントエンドの開発
　-フロントエンドとバックエンドの繋ぎ込み
","
求めるスキル

・PHPを用いた開発の実務経験3年以上
・Laravelを用いた開発の実務経験
・Vue.jsを用いた開発の実務経験

【歓迎スキル】
・API連携の実務経験
・PHPを用いた開発の実務経験5年以上
・新規開発の実務経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


言語

JavaScript
PHP



フレームワーク

Laravel



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

20代活躍中

","よりよいサービスの提供を目指して、
提案を積極的に取り入れながらプロジェクトを進めています。 

実践的な業務をご担当いただくため、
幅広い分野で活躍されてきた経験豊富な方に適しています。
これまでの実績やノウハウ、知識などを存分に活かすチャンスです。"
https://freelance.levtech.jp/project/detail/45019/,New 【上流/Azure】Microsoft 365導入の求人・案件,"〜600,000円",業務委託（フリーランス）,上野（東京都）,インフラエンジニア・SE (システムエンジニア),"
職務内容
・下記を行っていただきます。
-M365導入におけるAzureの要件定義/設計/構築 等
-ADFSの要件定義～構築までの一貫した作業
-検証環境構築及びファジビリティ確認
-手順書やMS情報を参照及び問い合わせしながらの調査/対応
","
求めるスキル

・Azureの設計/構築経験
・ADFSの構築やM365(特にEMS関連)の導入経験
・AzureAD、ADFSの知見

【歓迎スキル】
・条件付きアクセス、ハイブリッドドメイン等を活用した業務経験
・Azure要件定義の経験
・ADCS/OCSP/RADIUS認証等の知見
・Intuneに関する対応経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


その他ツール

Microsoft Azure



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

長期プロジェクト

","レバテック実績有りの企業です。

Azureの上流工程経験がある方にマッチします。"
https://freelance.levtech.jp/project/detail/44947/,New 【上流】動画配信サービス開発サポートの求人・案件,"〜700,000円",業務委託（フリーランス）,秋葉原（東京都）,プログラマー(PG)・PMO,"
職務内容
・動画配信サービスの運営に関わるシステムの開発案件です。
・新規案件の要件整理から、ドキュメントの作成等、
　サービスの運用に関わる作業を行っていただきます。
・ご経験によっては、作業で発生するテスト等もご担当いただく場合がございます。
","
求めるスキル

・システム開発案件でのコーディングの経験
・開発案件での上流工程の経験

【歓迎スキル】
・アジャイル開発の経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

",この会社が扱う技術は取得できませんでした,精算・お支払いは取得できませんでした,"
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

30代活躍中
新規立ち上げ
取引実績あり

","レバテック実績あり企業の案件です。

開発の上流工程が得意な方や、
アジャイル開発の経験のある方にマッチする案件です。"
https://freelance.levtech.jp/project/detail/45007/,New 【AWS】教育育成事業向けシステム開発の求人・案件,"〜710,000円",業務委託（フリーランス）,渋谷（東京都）,インフラエンジニア,"
職務内容
・教育育成事業向けのシステム開発案件になります。
・インフラ環境の設計、構築を行っていただきます。
","
求めるスキル

・AWSを全般的に用いたWebアプリケーションのインフラ構築経験2年以上
・DevOpsの設計経験

【歓迎スキル】
・Docker Kubernetes等のコンテナ技術知見
・ テックリードの経験
・ BtoCサービスの設計/開発/運用経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


その他ツール

AWS
,  Docker



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


",おすすめポイントは取得できませんでした,"スポーツ×人の教育を軸としたサービスを展開している企業です。

AWSを用いたインフラ構築経験が2年以上ある方にマッチします。"
https://freelance.levtech.jp/project/detail/45002/,New 【Linux】損保向けサーバ支援の求人・案件,"〜550,000円",業務委託（フリーランス）,大井町（東京都）,インフラエンジニア・サーバーエンジニア,"
職務内容
・APサーバ、マスタサーバの更改業務に携わっていただきます。
・下記を行っていただきます。
-レビュー、ドキュメント作成
-手順書作成
-サーバの構築運用保守
","
求めるスキル

・インフラ設計の経験
・Linuxの保守運用経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


OS

Linux
CentOS



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　200時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

長期プロジェクト
実務経験が浅い方OK

","レバテック実績あり企業でございます。

Linuxサーバの経験がある方におすすめです。"
https://freelance.levtech.jp/project/detail/44864/,New 【PL/PM】新規webアプリ開発の求人・案件,"〜700,000円",業務委託（フリーランス）,渋谷（東京都）,SE (システムエンジニア)・プロジェクトマネージャー(PM),"
職務内容
・新規のwebアプリ開発/既存の保守案件のPMをご担当いただきます。
","
求めるスキル

・アプリ開発経験
・iOS/Android修正対応経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


OS

Android
iOS



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


",おすすめポイントは取得できませんでした,"アプリ開発経験がある方にマッチします。
新規のプロジェクトに携わりたい方におすすめです｡"
https://freelance.levtech.jp/project/detail/45093/,New 建築会社グループ向け情報システム保守の求人・案件,"〜650,000円",業務委託（フリーランス）,飯田橋（東京都）,インフラエンジニア,"
職務内容
・サーバ環境をはじめとした保守に携わっていただきます。
","
求めるスキル

・サーバ保守経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

",この会社が扱う技術は取得できませんでした,"
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


",おすすめポイントは取得できませんでした,"レバテック実績ありの企業でございます｡

保守経験がある方にマッチいたします｡"
https://freelance.levtech.jp/project/detail/44898/,New 【PHP/Laravel】メール配信システム開発の求人・案件,"〜770,000円",業務委託（フリーランス）,西新宿（東京都）,SE (システムエンジニア)・プログラマー(PG),"
職務内容
・ポータルネットシステム・映像・SNSの構築などを行っている企業にて、
　既存のサービスの追加開発に携わっていただきます。
・現在CakePHPで構成されているシステムをLaravelに移行中のため、
　Laravelでの経験をお持ちの方がマッチします。
","
求めるスキル

・Laravelでの開発実務経験2年以上
・要件定義以降の開発実務経験2年以上

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


言語

PHP



フレームワーク

Laravel



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

20代活躍中
30代活躍中

","幅広くサービスを展開されている事業会社での作業となります。

意見を取り入れて頂ける環境にあるため、
成長意欲の強い方はマッチする現場でございます。
少人数で和気あいあいとした現場となります。"
https://freelance.levtech.jp/project/detail/44924/,New 【PHP】クライアント管理システム開発の求人・案件,"〜800,000円",業務委託（フリーランス）,有楽町（東京都）,SE (システムエンジニア)・プログラマー(PG),"
職務内容
・HR領域のクライアント管理システムの機能追加に携わっていただきます。
・様々な構想が現場で動いておりますので、ビジネスサイドの知見を持ちつつ、
　企画や設計などをメインでご担当いただく想定でございます。
・その他にも新規のプロジェクトが立ち上がるスケジュールがございますので、
　そちらの企画や設計、開発に携わっていただく場合もございます。
・現場メンバーからの問い合わせにもご対応いただく場合がございます。
","
求めるスキル

・PHPを用いた開発経験3年以上
・CakePHPもしくがLaravelを用いた経験
・Webサービスの開発経験
・要件定義から基本設計の経験

【歓迎スキル】
・サービス企画の経験
・AWSを用いたインフラ周りの構築経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


言語

PHP



フレームワーク

CakePHP
Laravel



その他ツール

AWS



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

20代活躍中
取引実績あり

","レバテック実績ありの企業でございます。

今回のチームは、社長と共に経営（売上拡大/コスト削減/業務フロー改革など）を
ゴールに、システムでどのように実現するかを思考しております。
経営者と話す機会が多いのでビジネス力も身に付きます。

また、風通しが良く、メンバーとミーティングを重ねながら開発を行っていただきます。　
チームメンバーとコミュニケーションをとりながら
作業を進めることが得意な方にお薦めの案件でございます。"
https://freelance.levtech.jp/project/detail/44926/,New 【テスター】銀行向けセルフ端末開発の求人・案件,"〜550,000円",業務委託（フリーランス）,勝どき（東京都）,銀行・テストエンジニア,"
職務内容
・金融関係の企業が使用するテスト項目書の作成から実施まで行っていただきます。
","
求めるスキル

・テスト推進経験
・テスト項目書の作成経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

",この会社が扱う技術は取得できませんでした,"
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


152時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

長期プロジェクト

","テスト推進経験、テストの作成経験のある方にマッチする案件でございます。

本案件以外にも複数の案件が走っておりますので、
終了後も別案件にご参画いただける場合がございます。"
https://freelance.levtech.jp/project/detail/44904/,New 【PHP】ECシステム開発の求人・案件,"〜800,000円",業務委託（フリーランス）,西新宿（東京都）,ECサイト・SE (システムエンジニア),"
職務内容
・ECシステムの開発をメインに携わっていただきます。
・主に下記作業をご担当いただきます。
　-要件定義以降の開発
　-既存システムのリプレイス
","
求めるスキル

・PHPを用いたWEBアプリケーション開発実務経験
・LAMP環境での開発実務経験

【歓迎スキル】
・Linux環境でのインフラ構築経験
・AWS環境での開発実務経験
・ECサイト開発実務経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


言語

PHP



DB

MySQL
PostgreSQL



OS

Linux



その他ツール

AWS



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

長期プロジェクト
急募
LAMP

","業務系からサービス系まで、
幅広い開発を行っている企業における案件でございます。

ECサイト開発をはじめ、業務系システム開発や
サービス系WEBアプリケーション開発など複数の案件が走っています。

ご希望やタイミングによって
他の案件にも携わっていただく場合がございます。"
https://freelance.levtech.jp/project/detail/45001/,New 【AWS】CI/CD新規環境構築の求人・案件,"〜650,000円",業務委託（フリーランス）,品川（東京都）,インフラエンジニア,"
職務内容
・CI/CD環境構築に携わっていただきます｡
・下記を行っていただきます。
-AWS環境構築
-保守運用までの段取り
など
","
求めるスキル

・AWS構築経験(一人称)

【歓迎スキル】
・本番環境へのデプロイ経験(調査解析経験)

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

","
この会社が扱う技術


その他ツール

AWS



","
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


",おすすめポイントは取得できませんでした,"大型の新規案件に携わっていただきます。

AWS構築の経験がある方にマッチします。"
https://freelance.levtech.jp/project/detail/44999/,New 【スポーツ番組】映像中継ディレクションの求人・案件,"〜400,000円",業務委託（フリーランス）,半蔵門（東京都）,放送・出版・音楽・芸能,"
職務内容
国内で開催される野球やバレーボールなどの
スポーツ中継ディレクションをお任せいたします。
","
求めるスキル

・スポーツ番組での中継ディレクション経験

※上記に似た経験やスキルをお持ちであれば申し込み可能なケースもございます！まずはお気軽にご相談ください！
自分のスキルで参画できるか相談してみる

",この会社が扱う技術は取得できませんでした,"
精算・お支払い


精算条件

標準となる稼働時間が定められている場合、その契約上、稼働時間が上限値を超過したり、反対に下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されることになります。ここではこのような精算のある契約を「有」、精算のない契約については「無」と表記しています。

有



精算基準時間

標準となる稼働時間の上限値・下限値です。業務委託案件の契約上、稼働時間が上限値を超過したり、下限値を下回った場合には実際の作業時間に基づき標準となる委託料から増額または減額されます。


140時間　～　180時間



支払いサイト

報酬お支払いまでの期間です。基本、月末締め翌月15日払いの15日サイトをとっています。※業務委託契約のみに適用※参画する現場により変動する場合があります。


15日


","
現場の環境


詳しくはカウンセラーにお聞きください
※一部の案件に限ります


","
おすすめポイント

20代活躍中
30代活躍中

","テレビ番組制作、映像技術制作、ネットコンテンツ制作、CM制作、ロケバスサービスなどを一貫して行っている、約60年続く総合プロダクションからの案件です。

国内で開催される野球やバレーボールなどのスポーツ中継業務をお任せいたします。

スポーツが好きな方によりマッチする作業内容です。"
